2009,Yolo,2
2009,Yuba,1
2008,Alameda,1
2008,Butte,6
2008,Calaveras,1
2008,Colusa,1
2008,Contra Costa,4
2008,El Dorado,1
2008,Fresno,3
2008,Glenn,1
2008,Kern,2
2008,Kings,2
2008,Los Angeles,156
2008,Merced,1
2008,Orange,71
2008,Placer,6
2008,Riverside,62
2008,Sacramento,13
2008,San Bernardino,36
2008,San Diego,35
2008,San Joaquin,12
2008,Santa Barbara,1
2008,Santa Clara,1
2008,Shasta,1
2008,Solano,1
2008,Stanislaus,17
2008,Tehama,4
2008,Tulare,5
2008,Yolo,1
2007,Butte,16
2007,Colusa,2
2007,Contra Costa,3
2007,Fresno,17
2007,Glenn,7
2007,Imperial,3
2007,Kern,140
2007,Kings,7
2007,Los Angeles,36
2007,Madera,2
2007,Mendocino,2
2007,Merced,4
2007,Napa,1
2007,Orange,9
2007,Placer,4
2007,Riverside,17
2007,Sacramento,25
2007,San Bernardino,4
2007,San Diego,15
2007,San Joaquin,10
2007,Santa Clara,4
2007,Shasta,9
2007,Solano,1
2007,Sonoma,1
2007,Stanislaus,21
2007,Sutter,3
2007,Tehama,4
2007,Tulare,10
2007,Ventura,1
2007,Yolo,2
2006,Alameda,1
2006,Butte,31
2006,Colusa,3
2006,Contra Costa,8
2006,El Dorado,2
2006,Fresno,11
2006,Glenn,12
2006,Imperial,1
2006,Kern,49
2006,Kings,1
2006,Lake,2
2006,Los Angeles,12
2006,Marin,1
2006,Merced,4
2006,Modoc,2
2006,Mono,1
2006,Napa,1
2006,Nevada,1
2006,Orange,6
2006,Placer,8
2006,Riverside,4
2006,Sacramento,15
2006,San Bernardino,3
2006,San Diego,1
2006,San Joaquin,8
2006,San Luis Obispo,1
2006,Santa Clara,5
2006,Shasta,4
2006,Solano,6
2006,Stanislaus,11
2006,Sutter,12
2006,Tehama,3
2006,Tulare,8
2006,Ventura,3
2006,Yolo,26
2006,Yuba,5
